,id,thread_title,reply_split,classification
93,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"If you like to push and spin aggressively, the T05 reaction is a benefit.",-1
94,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,It's when you try to just touch the serve without any acceleration that using T05 is a nightmare.,-1
95,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"And that term best is still about preference and each person will feel something slightly different is ""best"".",-1
96,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Like, for me, hands down, I like T05 more than the others for forehand.",-1
97,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"For backhand T05, T64 and T05FX have all worked fine.",-1
98,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,If I used it T80 may be fine as well.,-1
99,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"But I remember when I tried it, I didn't try for that long and was used to T05FX and didn't give it much of a chance.",-1
100,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,The extra spin and higher throw seems to be more important to my forehand than my backhand.,-1
101,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Sent from Deep Space by Abacus,-1
102,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Butterfly Rubber Matrix,-1
103,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Trial and error.,-1
104,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Results may vary.,-1
105,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,05 64 and 80 all good.,-1
106,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Will depend a lot on blade.,-1
107,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Hi all, I've used T05 for a short time 7 years ago, too hard for me, then T05fx when it arrived in the market, a bit better but still hard even ewwith the softer sponge, surely due to the pimp construction, so the hardness of the sponge change not so much the ""feeling"" for me, then I switched to T64fx which is a great one in my opinion based on my play and my strokes.",-1
108,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"After testing Dignics 05 on a zlc blade after the end of last season I'm back to my primorac carbon this time with T80fx, that's a better combination for me as it gives me what I was looking for, so a bit more spin and control than T64fx.",-1
109,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"That's clear the complete Tenergy family and now the Dignics are great rubbers, but depending on your play not all of them would fit perfectly with you.",-1
110,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Very strange to see a post I wrote 4 years ago being quoted out of nowhere.,-1
111,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Is there any particular reason you woke this old thread up?,-1
112,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Yes, I was looking in the Tenergy family what's fitting the best with me.",-1
113,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Maybe this tread is old but what´s said is still actual.,-1
114,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"If I started to change my 64fx for 80fx and test them I had found my solution easily and by the way, saved a lot of money instead of buying 3 Garaydia and 2 sets of Dignics....",-1
115,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"The more old, the more soft the blade becomes and this is why people tends to have far better feeling with old viscarias because its.........softer than new ones.",-1
116,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"All Black tags are ""old"" today.",-1
117,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Not mentionning that water based glue soften the wood also.,-1
118,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Also there is a huge difference between two ZJK, just like there is between two viscarias or two TBS.",-1
119,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I own two ZJK (blue dragon), one is just like my viscaria (new tag), the other is much much more powerfull, faster, larger sweet sport and to me a much better feeling also......despite being lighter than my other alc blades.....I will swtich to this one for the plastic ball maybe.",-1
120,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Two wood pieces are never exactly the same.,-1
121,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"You might try a new viscaria, like it, and you might dislike the viscaria you will actually by......",-1
122,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"New viscaria/tbs/tbalc/Zjk/Zjkalc....the name doesn't matters here, any of those blade can feel like the Zjk you tried, any of those blade can feel like your present TBalc and any of those blade might feel even better than you TBalc.......but if you buy it new, there is no chance it will feed like the old viscaria you tried.",-1
123,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Useful Reply, killerspintt!",-1
124,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Thanks,-1
125,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,i don't know,-1
126,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,new one must be better,-1
127,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"KSP gave a very lucid explanation of WHY... but the MASTER of Viscaria, the mighty BAAL has yet to weigh in.",-1
128,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Yet, he might not weigh in, because he sees such a question several times a year on the several forums he is a member or a mod.",-1
129,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Baal has operated the Viscaria for longer than deep double digit percentage of forum members have been ALIVE.,-1
130,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"this is all so true, i recently in the past 8 months have bought 3 viscaria's.",-1
131,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,all 3 from butterflyonline,-1
132,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,first one was really powerful,-1
133,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,second one was flexy,-1
134,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,3rd was some where in between,-1
135,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,also i bought a Timoboll ALC and it was so powerful and fast i didn't match what the viscaria's felt like.,-1
136,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,anyway... i sold all my butterfly blades and switched to stiga clippers woods,-1
137,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"the main reason is the butterfly handles are all too small, and thin.",-1
138,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,stiga handles are superior and the clipper has such a sweet feel and power ratio plus the weight of the clipper is what the poly ball is requiring IMHO.,-1
139,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"so yes.. even at the highest level maker of blades, in this case butterfly, all 3 of my viscaria's felt different and i am very critical of my equipment.",-1
140,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,btw i play in the usa and my rating is some where around 2130 - 2180 - just if you are wondering what level i play at.,-1
141,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I will one day sell the Phamster on the idea of filling in his hollowed handle Clipper to upgrade it to moar Beast Mode.,-1
142,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Der_Echte, I would love to see you playing with a Clipper with your modification done to it.",-1
143,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,That would be great.,-1
144,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I would love to try the blade too.,-1
145,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I have one Clipper I could do it to, but, it is a bit too light so it doesn't really play like a REAL Clipper.",-1
146,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,It is only 91 grams and the one I used to have that was 95 grams was sooooo much better.,-1
147,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,If we filled the handle on that one it would play amazing.,-1
148,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,95 grams is a good weight for a blade.,-1
149,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Then if you have a Clipper that is 95 grams and you add 10 grams to the handle so it is handle heavy and weighs 105, that would play like a beast.",-1
150,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I would take that joker BEYOND Beast.,-1
151,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Hey, that got a ring to it.",-1
152,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Maybe we just made a new international standard.,-1
153,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Take that Joker Beyond Beast.,-1
154,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Let's do it.,-1
155,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"If I remember to toss in my wood glue into the TT bag, I can always depend on the Philly Goon Squad to quickly produce a sharp blade for me (to remove the handle).",-1
156,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I can always pick up small metal pieces from the sidewalks, that could count as sustainable management and neighborhood upkeep.",-1
157,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I even have C clamps for clamping when gluing the handle back on.,-1
158,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I though that is why Carl was given two rows of teeth...,-1
159,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I sometimes use a clamp, sometimes, just hold it in hand until it sets good enough then wrap grip tape over it and call it a day until it is set by the next day.",-1
160,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"One time in Korea, I did this mod to one of the 896 Carl tried out and I played it 1 hr after I glued it back together, I used grip tape, it might be the one with Sigma Euro and H3...",-1
161,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I bet leaving it clamped for a day would make it so you can glue it back perfectly and not be able to feel that it was taken apart.,-1
162,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,You don't need that because you like grip tape on your handle.,-1
163,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I like having wood with no grip tape.,-1
164,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Sent from my iPhone using Tapatalk,-1
165,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Wonderful post!,-1
166,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Yes tenergy 80 had more control but that's just a matter of getting used to your rubber and knowing how it works and yes it might be more forgiving too.,-1
167,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Tenergy 64 still has a lot of spin just not as much as 80 and 80 is was better with flicks,-1
168,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sent from my iPhone using Tapatalk,-1
169,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,So if you like to win points of the serve you probably won't be that far back so I would go with tenergy 80 besides I don't like 64 as a backhand rubber anyway for me I would use it as a forehand rubber!,-1
170,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sent from my iPhone using Tapatalk,-1
171,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I would say that t80 is very fast.,-1
172,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Too fast for me for BH especially with OFF blade.,-1
173,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I would suggest t05fx, it is softer more control and less speed, but still not slow.",-1
174,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I would say, play against any noob, and you can win your point off the serve.",-1
175,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"But if you are going to be serious and play against people that knows how to return your serves, 3rd balls, and so on, then its more your style of play + skills/techinque + rubber.",-1
176,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"By the sound of the above ""wishlist"" from you, your equipment is an overkill",-1
177,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"The 2 rubbers you suggested is all good for serve, chopping, rallies etc.",-1
178,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T80 is more suited maybe for close to the table, while T64 can go further back.",-1
179,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Other than that, it is really little difference for any player that is not ranked in the top level (in the top level, a 1% difference is a matter about winning and loosing)",-1
180,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,It is not only that.,-1
181,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"A lot of people like tenergy rubbers, especially those who played long time ago with Srivers boostes with a glue each training session.",-1
182,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,The problem is that some blades which are very offensive makes the set up with tenergies not easy to control.,-1
183,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"What I mean is the problem with short push, service return and short spinny topspins.",-1
184,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Nowadays tactics are focused on playing short only with BH side, so we can say FH rubber can be very aggresive to make powerful and spinny topspin, while BH side should be more allround to be able playing pushes etc.",-1
185,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T05FX is much easier to control and if you take it with 1.9mm, it is great for everything.",-1
186,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I wouldn't say that T80 is good for playing close.,-1
187,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,if you want to play close T05 if much better.,-1
188,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T80 with different dimension of pips makes the ball going higher so it is much better to play further then T05, but I cannot compare it to T64 because I have never try it.",-1
189,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,T64 has MUCH more spin than T80…,-1
190,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,why not tenergy 05 ?,-1
191,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,So what would the best rubber be for the BH?,-1
192,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,And is Tenergy 05 a good choice for a FH Rubber?,-1
193,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Thank You everyone so far for your help.,-1
194,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I think, just go T05 on both sides.",-1
195,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Timo Boll agrees btw,-1
196,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,As for the blade which is best suited?,-1
197,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Timo boll spirit, ALC, ZLC OR ZLF",-1
198,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Jak, growing in level in TT is like playing Pokémon... You gotta catch 'em all to win, so why not try 'em all and tell us what you think.",-1
199,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I was going to say, start from Timo Boll All and work the way up.",-1
200,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Otherwise I can always recommened the Timo Boll Spirit, since Mr Boll is using that with T05 on both sides, i'm sure Jak can end up in the world top 10 too with the exact same equipment.",-1
201,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Jak, how long are you in table tennis?",-1
202,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sounds to me you are looking at a way overkill equipment.,-1
203,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"IMO, get a 2x rubbers + 1x blade at less than a price of those blades you have in question, and I'm sure that will be better for you.",-1
204,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Unless you think most expensive is the best, or fastest is the best, or spinnest is the best etc.",-1
205,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"FZD stated that he doesn't like fast, he prefers more control equipment.",-1
206,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,A 16 year old wise kid I must add.,-1
207,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I've been playing for 3-4 years.,-1
208,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I currently have a Joola K5 Fast blade with Mambo H Rubber on both sides, Which is good all-round.",-1
