,id,thread_title,reply
23,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Hi all, I've used T05 for a short time 7 years ago, too hard for me, then T05fx when it arrived in the market, a bit better but still hard even ewwith the softer sponge, surely due to the pimp construction, so the hardness of the sponge change not so much the ""feeling"" for me, then I switched to T64fx which is a great one in my opinion based on my play and my strokes. After testing Dignics 05 on a zlc blade after the end of last season I'm back to my primorac carbon this time with T80fx, that's a better combination for me as it gives me what I was looking for, so a bit more spin and control than T64fx. That's clear the complete Tenergy family and now the Dignics are great rubbers, but depending on your play not all of them would fit perfectly with you."
24,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Very strange to see a post I wrote 4 years ago being quoted out of nowhere. Is there any particular reason you woke this old thread up?
25,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Yes, I was looking in the Tenergy family what's fitting the best with me. Maybe this tread is old but what´s said is still actual. If I started to change my 64fx for 80fx and test them I had found my solution easily and by the way, saved a lot of money instead of buying 3 Garaydia and 2 sets of Dignics...."
26,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"The more old, the more soft the blade becomes and this is why people tends to have far better feeling with old viscarias because its.........softer than new ones. All Black tags are ""old"" today. Not mentionning that water based glue soften the wood also.Also there is a huge difference between two ZJK, just like there is between two viscarias or two TBS. I own two ZJK (blue dragon), one is just like my viscaria (new tag), the other is much much more powerfull, faster, larger sweet sport and to me a much better feeling also......despite being lighter than my other alc blades.....I will swtich to this one for the plastic ball maybe. Two wood pieces are never exactly the same. You might try a new viscaria, like it, and you might dislike the viscaria you will actually by......New viscaria/tbs/tbalc/Zjk/Zjkalc....the name doesn't matters here, any of those blade can feel like the Zjk you tried, any of those blade can feel like your present TBalc and any of those blade might feel even better than you TBalc.......but if you buy it new, there is no chance it will feed like the old viscaria you tried."
27,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Useful Reply, killerspintt! Thanks "
28,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,i don't knownew one must be better
29,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"KSP gave a very lucid explanation of WHY... but the MASTER of Viscaria, the mighty BAAL has yet to weigh in.Yet, he might not weigh in, because he sees such a question several times a year on the several forums he is a member or a mod. Baal has operated the Viscaria for longer than deep double digit percentage of forum members have been ALIVE."
30,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"this is all so true, i recently in the past 8 months have bought 3 viscaria's. all 3 from butterflyonlinefirst one was really powerfulsecond one was flexy3rd was some where in betweenalso i bought a Timoboll ALC and it was so powerful and fast i didn't match what the viscaria's felt like.anyway... i sold all my butterfly blades and switched to stiga clippers woodsthe main reason is the butterfly handles are all too small, and thin. stiga handles are superior and the clipper has such a sweet feel and power ratio plus the weight of the clipper is what the poly ball is requiring IMHO.so yes.. even at the highest level maker of blades, in this case butterfly, all 3 of my viscaria's felt different and i am very critical of my equipment. btw i play in the usa and my rating is some where around 2130 - 2180 - just if you are wondering what level i play at."
31,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I will one day sell the Phamster on the idea of filling in his hollowed handle Clipper to upgrade it to moar Beast Mode.
32,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Der_Echte, I would love to see you playing with a Clipper with your modification done to it. That would be great. I would love to try the blade too. I have one Clipper I could do it to, but, it is a bit too light so it doesn't really play like a REAL Clipper. It is only 91 grams and the one I used to have that was 95 grams was sooooo much better. If we filled the handle on that one it would play amazing. 95 grams is a good weight for a blade. Then if you have a Clipper that is 95 grams and you add 10 grams to the handle so it is handle heavy and weighs 105, that would play like a beast."
33,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I would take that joker BEYOND Beast.Hey, that got a ring to it. Maybe we just made a new international standard."
34,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Take that Joker Beyond Beast. Let's do it.
35,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"If I remember to toss in my wood glue into the TT bag, I can always depend on the Philly Goon Squad to quickly produce a sharp blade for me (to remove the handle). I can always pick up small metal pieces from the sidewalks, that could count as sustainable management and neighborhood upkeep."
36,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I even have C clamps for clamping when gluing the handle back on.
37,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I though that is why Carl was given two rows of teeth...I sometimes use a clamp, sometimes, just hold it in hand until it sets good enough then wrap grip tape over it and call it a day until it is set by the next day.One time in Korea, I did this mod to one of the 896 Carl tried out and I played it 1 hr after I glued it back together, I used grip tape, it might be the one with Sigma Euro and H3..."
38,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I bet leaving it clamped for a day would make it so you can glue it back perfectly and not be able to feel that it was taken apart. You don't need that because you like grip tape on your handle. I like having wood with no grip tape. Sent from my iPhone using Tapatalk
39,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Wonderful post!
40,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Yes tenergy 80 had more control but that's just a matter of getting used to your rubber and knowing how it works and yes it might be more forgiving too. Tenergy 64 still has a lot of spin just not as much as 80 and 80 is was better with flicks Sent from my iPhone using Tapatalk
41,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,So if you like to win points of the serve you probably won't be that far back so I would go with tenergy 80 besides I don't like 64 as a backhand rubber anyway for me I would use it as a forehand rubber!Sent from my iPhone using Tapatalk
42,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I would say that t80 is very fast. Too fast for me for BH especially with OFF blade. I would suggest t05fx, it is softer more control and less speed, but still not slow."
43,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I would say, play against any noob, and you can win your point off the serve.But if you are going to be serious and play against people that knows how to return your serves, 3rd balls, and so on, then its more your style of play + skills/techinque + rubber.By the sound of the above ""wishlist"" from you, your equipment is an overkillThe 2 rubbers you suggested is all good for serve, chopping, rallies etc.T80 is more suited maybe for close to the table, while T64 can go further back.Other than that, it is really little difference for any player that is not ranked in the top level (in the top level, a 1% difference is a matter about winning and loosing)"
44,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"It is not only that. A lot of people like tenergy rubbers, especially those who played long time ago with Srivers boostes with a glue each training session. The problem is that some blades which are very offensive makes the set up with tenergies not easy to control. What I mean is the problem with short push, service return and short spinny topspins. Nowadays tactics are focused on playing short only with BH side, so we can say FH rubber can be very aggresive to make powerful and spinny topspin, while BH side should be more allround to be able playing pushes etc. T05FX is much easier to control and if you take it with 1.9mm, it is great for everything.I wouldn't say that T80 is good for playing close. if you want to play close T05 if much better. T80 with different dimension of pips makes the ball going higher so it is much better to play further then T05, but I cannot compare it to T64 because I have never try it."
45,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,T64 has MUCH more spin than T80…
46,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,why not tenergy 05 ?
47,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,So what would the best rubber be for the BH?And is Tenergy 05 a good choice for a FH Rubber?Thank You everyone so far for your help.
48,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I think, just go T05 on both sides.Timo Boll agrees btw "
49,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"As for the blade which is best suited?Timo boll spirit, ALC, ZLC OR ZLF"
50,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Jak, growing in level in TT is like playing Pokémon... You gotta catch 'em all to win, so why not try 'em all and tell us what you think. "
51,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I was going to say, start from Timo Boll All and work the way up.Otherwise I can always recommened the Timo Boll Spirit, since Mr Boll is using that with T05 on both sides, i'm sure Jak can end up in the world top 10 too with the exact same equipment.Jak, how long are you in table tennis?Sounds to me you are looking at a way overkill equipment.IMO, get a 2x rubbers + 1x blade at less than a price of those blades you have in question, and I'm sure that will be better for you. Unless you think most expensive is the best, or fastest is the best, or spinnest is the best etc.FZD stated that he doesn't like fast, he prefers more control equipment. A 16 year old wise kid I must add."
52,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I've been playing for 3-4 years.I currently have a Joola K5 Fast blade with Mambo H Rubber on both sides, Which is good all-round.I want to upgrade my set-up.At college my mate has a Timo Ball Blade with Tenergy 05 FH AND sriver g3 BH which I Used and really enjoyed.When i was using The sriver in seemed to be alittle to slow and didn't have much spin and the control was nice.But I would like a Rubber on my back hand to have more speed, spin and good control too.Thats why I'm posting here because a certain amount of you have played with most rubbers and know which is better with which set-up ect."
53,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"It seems your step is too big. Your current set up is quite strange. Most of people start with allround blade and then upgrade only the rubbers to faster. Final change to OFF blade is only for really advanced players, when they lack of speed with allround blade and off rubbers. If you want to change everything I would suggest to choose OFF- setup. For instance blade Primorac JP OFF-, very good blade or Tibhar Stratus Powerwood. They are both OFF- blades but Tibhar is little bit faster. As to the rubbers if you want to choose Butterfly, you can take T05FX to your BH (you can trust me, it is the best choice from the Bty offer) and then it depends how do you play with you FH, if you play close you can take T05, if you like to play in distance you can take T80."
54,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"You can also try the XIOM rubbers - they are a long lasting good alternative to tenergy… For example, I like to have a little harder rubber on the bh - thats why I take the PRO series there, but you could also try EUROPE for softer ones..."
55,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Tenergy and Baracuda are actually remarkably quite similar, despite the $25 difference per sheet.Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball. However, Baracuda still has a medium-high throw so they're both perfectly fine for looping. In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten.Tenergy often has many complaints of it being incredibly heavy per sheet, but many reviews say it is worth it. Ultimately, with a heavier top-sheet comes more power, but you can adjust this with your sponge layer. Baracuda is not as heavy, but in my opinion, just as good.Tenergy 05 reacts quite a bit to topspin, although if you have an ALL blade, it should be fine. Baracuda is very good with incoming spin, and would be fine with any blade. Just remember to keep your bat angle low. Tenergy has many complaints of it being non-durable. Some reviewers claim that with only a few days of playing with it, obvious cracks were in the rubber on the side. However, I've had my Tenergy 64 for about a few months now and it's looking fine. Just don't throw it around on the table. Baracuda has never had complaints about it breaking easily, so Donic wins this one. Maybe because the topsheet is a little bit harder.I can't really comment how easy either one is to use, since they're suited for different playing styles. Tenergy is noticeably faster than Baracuda, though not quite as spinny. If driving's your thing, use Tenergy. If long, spinny rallies is how you tend to lean towards, Baracuda would be a better rubber. They're both very good rubbers in my opinion, though I would use Baracuda over Tenergy, because it is closer to my style of play.In conclusion, Ten has higher throw angleTen is heavier Ten is more sensitive to incoming topspin, though can be adjusted with blade or sponge layerBara is much more durable (according to reviewers)I also personally think that Baracuda is a much better rubber in terms of worth for money. Dammit Butterfly. Hope this helps Eric T, AUS"
56,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Thanx, I'm a loop oriented player on both wings. it surprises me that Ten05 is less durable(price) and less spinny then the Baracuda."
57,5f686c800ae0898b9220ac59,Tenenergy 05 vs Donic Baracuda,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$80 a sheet but actually, Baracuda surpasses Tenergy in spin. However, Tenergy has a better control, and has significantly more power."
58,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Tenergy and Baracuda are actually remarkably quite similar, despite the $25 difference per sheet.Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball. However, Baracuda still has a medium-high throw so they're both perfectly fine for looping. In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten.Tenergy often has many complaints of it being incredibly heavy per sheet, but many reviews say it is worth it. Ultimately, with a heavier top-sheet comes more power, but you can adjust this with your sponge layer. Baracuda is not as heavy, but in my opinion, just as good.Tenergy 05 reacts quite a bit to topspin, although if you have an ALL blade, it should be fine. Baracuda is very good with incoming spin, and would be fine with any blade. Just remember to keep your bat angle low. Tenergy has many complaints of it being non-durable. Some reviewers claim that with only a few days of playing with it, obvious cracks were in the rubber on the side. However, I've had my Tenergy 64 for about a few months now and it's looking fine. Just don't throw it around on the table. Baracuda has never had complaints about it breaking easily, so Donic wins this one. Maybe because the topsheet is a little bit harder.I can't really comment how easy either one is to use, since they're suited for different playing styles. Tenergy is noticeably faster than Baracuda, though not quite as spinny. If driving's your thing, use Tenergy. If long, spinny rallies is how you tend to lean towards, Baracuda would be a better rubber. They're both very good rubbers in my opinion, though I would use Baracuda over Tenergy, because it is closer to my style of play.In conclusion, Ten has higher throw angleTen is heavier Ten is more sensitive to incoming topspin, though can be adjusted with blade or sponge layerBara is much more durable (according to reviewers)I also personally think that Baracuda is a much better rubber in terms of worth for money. Dammit Butterfly. Hope this helps Eric T, AUS"
59,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Thanx, I'm a loop oriented player on both wings. it surprises me that Ten05 is less durable(price) and less spinny then the Baracuda."
60,5f686cd89258cbc2661f82ff,Tenenergy 05 vs Donic Baracuda,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$80 a sheet but actually, Baracuda surpasses Tenergy in spin. However, Tenergy has a better control, and has significantly more power."
61,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"Tenergy and Baracuda are actually remarkably quite similar, despite the $25 difference per sheet.Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball. However, Baracuda still has a medium-high throw so they're both perfectly fine for looping. In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten.Tenergy often has many complaints of it being incredibly heavy per sheet, but many reviews say it is worth it. Ultimately, with a heavier top-sheet comes more power, but you can adjust this with your sponge layer. Baracuda is not as heavy, but in my opinion, just as good.Tenergy 05 reacts quite a bit to topspin, although if you have an ALL blade, it should be fine. Baracuda is very good with incoming spin, and would be fine with any blade. Just remember to keep your bat angle low. Tenergy has many complaints of it being non-durable. Some reviewers claim that with only a few days of playing with it, obvious cracks were in the rubber on the side. However, I've had my Tenergy 64 for about a few months now and it's looking fine. Just don't throw it around on the table. Baracuda has never had complaints about it breaking easily, so Donic wins this one. Maybe because the topsheet is a little bit harder.I can't really comment how easy either one is to use, since they're suited for different playing styles. Tenergy is noticeably faster than Baracuda, though not quite as spinny. If driving's your thing, use Tenergy. If long, spinny rallies is how you tend to lean towards, Baracuda would be a better rubber. They're both very good rubbers in my opinion, though I would use Baracuda over Tenergy, because it is closer to my style of play.In conclusion, Ten has higher throw angleTen is heavier Ten is more sensitive to incoming topspin, though can be adjusted with blade or sponge layerBara is much more durable (according to reviewers)I also personally think that Baracuda is a much better rubber in terms of worth for money. Dammit Butterfly. Hope this helps Eric T, AUS"
62,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"Thanx, I'm a loop oriented player on both wings. it surprises me that Ten05 is less durable(price) and less spinny then the Baracuda."
63,5f686de56da47ec32a42ce9f,Tenenergy 05 vs Donic Baracuda,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$80 a sheet but actually, Baracuda surpasses Tenergy in spin. However, Tenergy has a better control, and has significantly more power."
64,5f686df56da47ec32a42ceaa,Tenergy (1.9 vs 2.1 weight) on Timo Boll ALC and Jun Mizutani,good question. I am intersing on yours blade so i want to know too
65,5f686df56da47ec32a42ceaa,Tenergy (1.9 vs 2.1 weight) on Timo Boll ALC and Jun Mizutani,Heavy-headed blades?This is the first time I've heard of this.
66,5f686df56da47ec32a42ceaa,Tenergy (1.9 vs 2.1 weight) on Timo Boll ALC and Jun Mizutani, You will be able to see the difference between 2.1 and 1.9 if you compare the bats side-by-side. Or you can use a ruler.
67,5f686df56da47ec32a42ceaa,Tenergy (1.9 vs 2.1 weight) on Timo Boll ALC and Jun Mizutani,Anyone ever compared the weight in a scale for Tenergy 1.9 and 2.1?
68,5f686df56da47ec32a42ceaa,Tenergy (1.9 vs 2.1 weight) on Timo Boll ALC and Jun Mizutani,"Well, actually there is! Check it out, http://tabletennis-reviews.com/refer...size-database/"
69,5f686df56da47ec32a42ceaa,Tenergy (1.9 vs 2.1 weight) on Timo Boll ALC and Jun Mizutani,"Nice link you got there. Easy to search and compares all other rubbers too.So it seems that...Tenergy64 (2.1) = 67g to 68gTenergy64 (1.9) = 63gTenergy05(2.1) = 70gTenergy05(1.9) = 66g to 68gThere is about 4g different for 2.1 and 1.9 sheet uncut rubber. So after cutting it out, I assume, the difference would probably be 3g then.3g for both side is equal to 6g.I suppose 6g makes a SIGNIFICANT difference for smaller sized guy like me."
70,5f686dfa6da47ec32a42ceaf,Tenergy 64 vs Tenergy 64 fx vs Tenergy 05 vs Tenergy 05 fx,"im a very big fan of tenergy 05, its great on both FH and BH, definitely not slow ( not blazingly fast either ) and an extremely spinny rubber, actually i rank its spin as second to hurricane"
71,5f686dfa6da47ec32a42ceaf,Tenergy 64 vs Tenergy 64 fx vs Tenergy 05 vs Tenergy 05 fx,"Now that they announced Tenergy 80, I might be going for that or 05 but I am still waiting for reviews to come out first."
72,5f686f47a1e880dd66b5fdda,Tibhar Evo EL-P vs FX-P for flicks and brushing loops,Fxp is more of a direct sponge compression type of contact. Elp would be better if you brush
73,5f686f47a1e880dd66b5fdda,Tibhar Evo EL-P vs FX-P for flicks and brushing loops,Thanks!
74,5f686f47a1e880dd66b5fdda,Tibhar Evo EL-P vs FX-P for flicks and brushing loops,FX-P has a grippier topsheet and softer sponge than EL-P and is comparable to the Tenergy FX series. I personally felt EL-P was better for blocking and FX-P for looping. EL-P felt a little too passive.
75,5f686f47a1e880dd66b5fdda,Tibhar Evo EL-P vs FX-P for flicks and brushing loops,and i'm in square one again probably I will choose el-p as it's quite a bit cheaper in a place when I'm going to buy that rubber from.
76,5f686f47a1e880dd66b5fdda,Tibhar Evo EL-P vs FX-P for flicks and brushing loops,"I haven't tried fx-p but used el-p on backhand for a couple of years. It worked perfectly on a Off- allwood blade, but when I changed to a off- 5+2 blade with carbon/kevlar next to the inner ply, I had some problems with it. In those soft/slow topspin hits it gripped the ball very inconsistently. Sometimes it would behave normally as before and sometimes it would throw very high. So it depends on how flexible your blade is. From the description of the fx-p(it should be closer to mx-p, just softer), I don't think it will have the same problem on a stiffer blade."
77,5f686f47a1e880dd66b5fdda,Tibhar Evo EL-P vs FX-P for flicks and brushing loops,"I'm not surprised, felt the same thing."
78,5f686f47a1e880dd66b5fdda,Tibhar Evo EL-P vs FX-P for flicks and brushing loops,"Sorry. If it's a quite a bit cheaper, get EL-P, it's by all means a good BH rubber."
79,5f686f47a1e880dd66b5fdda,Tibhar Evo EL-P vs FX-P for flicks and brushing loops,I play on 5ply all wood blade (dhs pg3). Thanks all for your help.
80,5f686f49a1e880dd66b5fddb,"EL-P vs EL-S, Any Experiences, Please share","EL-S is heavier and feels a lot harder, even though the numbers (sponge hardness) are not that different. Requires a better brushing contact and is less forgiving."
81,5f686f49a1e880dd66b5fddb,"EL-P vs EL-S, Any Experiences, Please share","My experience matches Ilia's . Also EL-S is more spin-sensitive than MX-P. I've switched from EL-S to MX-P a couple of months ago. IMHO, MX-P feels easier to play with than EL-S, kinda more predictable."
82,5f686f49a1e880dd66b5fddb,"EL-P vs EL-S, Any Experiences, Please share","Indeed, that is why I switched to MX-P on my backhand."
83,5f686f49a1e880dd66b5fddb,"EL-P vs EL-S, Any Experiences, Please share","Thanks everyone for your input, What I really want to know is, has anyone experience EL-P vs EL-S.... I've play with MX-P on backhand before and found it too fast."
84,5f686f49a1e880dd66b5fddb,"EL-P vs EL-S, Any Experiences, Please share","Maybe the TTD review of EL-S will give you some clues (even though it doesn't compare it with EL-P)?https://www.youtube.com/watch?v=mg73LXt3KM8I've been using EL-S for about 15h (which isn't that long) but I'm finding it great. Way more linear than other BH rubbers that I've tried such as T05-FX, FX-P and Genesis M. You get back what you put in."
85,5f686f49a1e880dd66b5fddb,"EL-P vs EL-S, Any Experiences, Please share",EL-S would be more suitable for people who.prefer more control and spin.
86,5f686f51a1e880dd66b5fde0,FX-P vs FX-S,FX-P is softer and has more catapult.Everything else is pretty much on the same level.
88,5f68727510fb22f7fce1f881,Stiga genesis m vs mantra m on bh,No one but.Mantra m is okGenesis 1 m is not fake it plays like fake xd
89,5f68727510fb22f7fce1f881,Stiga genesis m vs mantra m on bh,Depend on how good your BH is. Mantra M is supposed to be easier to handle. I have it on one of my blades for the moment and must say it is very controllable. Not particularly spinny though. Genesis is probably spinner but that may affect the control.
90,5f68727510fb22f7fce1f881,Stiga genesis m vs mantra m on bh,"I've used Mantra S on the BH, I prefer softer on the BH. It's very spinny. Nice rubber."
91,5f68727510fb22f7fce1f881,Stiga genesis m vs mantra m on bh,I have not tried genesis but i use Mantra M on BH and i am very happy with it. It does not have the Catapult effect but i can loop an underspin serve easily and the soft sponge gives you enough dwell time and it quite forgivingSent from my SM-A700H using Tapatalk
