,id,thread_title,reply_split,classification
32,5f686bcdb59794ca78c70905,What is the difference between Apalonia ZLC vs Innerforce ZLC,"apolonia weight more, u can find between 85-90 grams",-2
33,5f686bcdb59794ca78c70905,What is the difference between Apalonia ZLC vs Innerforce ZLC,IF ZLC- 80-85,-2
34,5f686bcdb59794ca78c70905,What is the difference between Apalonia ZLC vs Innerforce ZLC,I find Apolonia is more flexy and have softer outer ply and I love it,-2
35,5f686bcdb59794ca78c70905,What is the difference between Apalonia ZLC vs Innerforce ZLC,and I think has better quality than IF ZLC too,-2
36,5f686bcdb59794ca78c70905,What is the difference between Apalonia ZLC vs Innerforce ZLC,I find something special in Apolonia and this is the best blade right now if money is not the problem,-2
37,5f686bcdb59794ca78c70905,What is the difference between Apalonia ZLC vs Innerforce ZLC,thanks Konrad.,-2
38,5f686bcdb59794ca78c70905,What is the difference between Apalonia ZLC vs Innerforce ZLC,Is the apalonia faster then the Innerforce?,-2
39,5f686bcdb59794ca78c70905,What is the difference between Apalonia ZLC vs Innerforce ZLC,Apolonia is also innerforce...,-2
40,5f686bcdb59794ca78c70905,What is the difference between Apalonia ZLC vs Innerforce ZLC,If you want to save money.I think DHS fang bo ALC or DHS H301 is a good choices for you that It is the same innerforce with different outer ply Limba for fang bo and Koto for H301.,-2
41,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Sent from my SM-G900F using Tapatalk,0
42,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"If you loop everything and are active in the short game with spin manipulation, Tenergy 05.",2
43,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"If you block more and are a bit more passive in the short game, the more linear precision of T64 and T80 might be more to your liking.",2
44,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,I'm not sure about that.,0
45,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,I think T25FX is better than T64 for blocking and short game.,1
46,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,I don't know anything about the T80 though.,0
47,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Lifehack: buy T05 first, then once it wears out, buy T80, or vice versa.",0
48,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,This way you will learn by yourself how these rubbers play for you.,0
49,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,And the difference between them is not that big so you can go from one to another with a minimal adjustment.,0
50,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Depend on your skill.,0
51,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,I like hard sponge so t05 is my favorite.,2
52,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"The sponge on T05, T80, T64 and T25 is all the same.",1
53,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,The difference is not the sponge.,0
54,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,It is the pimple construction.,0
55,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,T64 has longer thinner pimples with more space between pimples so the pips give more and the rubber feels softer.,2
56,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"T05 pimples are a little shorter, thicker, and closer together so the rubber feels harder.",2
57,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But even the rubber in the topsheet is the same.,0
58,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Just the pimple construction is different.,0
59,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"To the OP, I would like to ask what he means by the word ""best"".",0
60,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"I won't comment on T25; but T05, T80 and T64 are all great rubbers.",0
61,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,There are people whose game and style of play may work with one of them slightly better than the others.,0
62,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But they are all really great rubbers.,0
63,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,There is a video that explains decently what the difference between each one is.,0
64,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Once I am able to search for it, I will post it here.",0
65,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But it has been posted to the forum many times already.,0
66,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,That video should help you out a decent amount.,0
67,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,To sum the info up simply:,0
68,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"1) T05: Slower, More Spin, Higher Throw Angle.",2
69,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"2) T64: Faster, Less Spin, Lower Throw Angle.",2
70,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,3) T80: half way between T05 and T64.,5
71,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"So do you want a bigger arc, more spin to spin the person off the table but a little sacrifice in speed?",0
72,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Or do you want lower shots that don't come up as much and are faster.,0
73,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But with an amount of spin that is easier to counter.,0
74,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Or do you want to be half way in between the two extremes?,0
75,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,I go with slower and more spin every time.,0
76,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Especially since T05 is more than fast enough.,0
77,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Sent from Deep Space by Abacus,0
78,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Here is that video for you:,0
79,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Sent from Deep Space by Abacus,0
80,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Most people, including Butterfly reps, discuss T25 and T25FX as rubbers that are specialized Tenergies.",0
81,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Most discussion is about T05, T64 and T80 as those are similar rubbers along a continuum.",0
82,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"With the term best, I mean actually the best experience with these rubbers.",0
83,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,The video mentioned I was actually familiar with.,0
84,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But it doesn't give much information about the touch of these series at the table.,0
85,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Tabletennis is not only about spinny topspin.,0
86,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,For example how does each individual rubber reacts to spinny serves?,0
87,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,I found that t05 is very sensitive to incoming spin and spinny serves.,3
88,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,But T80 is less sensitive to it etc.,2
89,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Verstuurd vanaf mijn SM-G900F met Tapatalk,0
90,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"T25 is also a very-very good rubber, just a way different than other Tenergies and suits less people.",5
91,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"T80 has a little bit more control (for me), less sensitive to spin, but T05 is spinnier.",1
92,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Yes, but that is if you are into passive returns.",0
93,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"If you like to push and spin aggressively, the T05 reaction is a benefit.",3
94,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,It's when you try to just touch the serve without any acceleration that using T05 is a nightmare.,0
95,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"And that term best is still about preference and each person will feel something slightly different is ""best"".",0
96,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Like, for me, hands down, I like T05 more than the others for forehand.",2
97,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"For backhand T05, T64 and T05FX have all worked fine.",0
98,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,If I used it T80 may be fine as well.,0
99,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"But I remember when I tried it, I didn't try for that long and was used to T05FX and didn't give it much of a chance.",0
100,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,The extra spin and higher throw seems to be more important to my forehand than my backhand.,0
101,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Sent from Deep Space by Abacus,0
102,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Butterfly Rubber Matrix,0
103,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Trial and error.,0
104,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Results may vary.,0
105,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,05 64 and 80 all good.,5
106,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Will depend a lot on blade.,0
107,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Hi all, I've used T05 for a short time 7 years ago, too hard for me, then T05fx when it arrived in the market, a bit better but still hard even ewwith the softer sponge, surely due to the pimp construction, so the hardness of the sponge change not so much the ""feeling"" for me, then I switched to T64fx which is a great one in my opinion based on my play and my strokes.",0
108,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"After testing Dignics 05 on a zlc blade after the end of last season I'm back to my primorac carbon this time with T80fx, that's a better combination for me as it gives me what I was looking for, so a bit more spin and control than T64fx.",1
109,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"That's clear the complete Tenergy family and now the Dignics are great rubbers, but depending on your play not all of them would fit perfectly with you.",0
110,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Very strange to see a post I wrote 4 years ago being quoted out of nowhere.,0
111,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Is there any particular reason you woke this old thread up?,0
112,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"Yes, I was looking in the Tenergy family what's fitting the best with me.",0
113,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,Maybe this tread is old but what´s said is still actual.,0
114,5f686bdbb59794ca78c7090b,Tenergy 05 vs Tenergy 80,"If I started to change my 64fx for 80fx and test them I had found my solution easily and by the way, saved a lot of money instead of buying 3 Garaydia and 2 sets of Dignics....",0
115,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"The more old, the more soft the blade becomes and this is why people tends to have far better feeling with old viscarias because its.........softer than new ones.",-2
116,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"All Black tags are ""old"" today.",-2
117,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Not mentionning that water based glue soften the wood also.,-2
118,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Also there is a huge difference between two ZJK, just like there is between two viscarias or two TBS.",-2
119,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I own two ZJK (blue dragon), one is just like my viscaria (new tag), the other is much much more powerfull, faster, larger sweet sport and to me a much better feeling also......despite being lighter than my other alc blades.....I will swtich to this one for the plastic ball maybe.",-2
120,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Two wood pieces are never exactly the same.,-2
121,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"You might try a new viscaria, like it, and you might dislike the viscaria you will actually by......",-2
122,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"New viscaria/tbs/tbalc/Zjk/Zjkalc....the name doesn't matters here, any of those blade can feel like the Zjk you tried, any of those blade can feel like your present TBalc and any of those blade might feel even better than you TBalc.......but if you buy it new, there is no chance it will feed like the old viscaria you tried.",-2
123,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Useful Reply, killerspintt!",-2
124,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Thanks,-2
125,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,i don't know,-2
126,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,new one must be better,-2
127,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"KSP gave a very lucid explanation of WHY... but the MASTER of Viscaria, the mighty BAAL has yet to weigh in.",-2
128,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Yet, he might not weigh in, because he sees such a question several times a year on the several forums he is a member or a mod.",-2
129,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Baal has operated the Viscaria for longer than deep double digit percentage of forum members have been ALIVE.,-2
130,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"this is all so true, i recently in the past 8 months have bought 3 viscaria's.",-2
131,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,all 3 from butterflyonline,-2
132,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,first one was really powerful,-2
133,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,second one was flexy,-2
134,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,3rd was some where in between,-2
135,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,also i bought a Timoboll ALC and it was so powerful and fast i didn't match what the viscaria's felt like.,-2
136,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,anyway... i sold all my butterfly blades and switched to stiga clippers woods,-2
137,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"the main reason is the butterfly handles are all too small, and thin.",-2
138,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,stiga handles are superior and the clipper has such a sweet feel and power ratio plus the weight of the clipper is what the poly ball is requiring IMHO.,-2
139,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"so yes.. even at the highest level maker of blades, in this case butterfly, all 3 of my viscaria's felt different and i am very critical of my equipment.",-2
140,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,btw i play in the usa and my rating is some where around 2130 - 2180 - just if you are wondering what level i play at.,-2
141,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I will one day sell the Phamster on the idea of filling in his hollowed handle Clipper to upgrade it to moar Beast Mode.,-2
142,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Der_Echte, I would love to see you playing with a Clipper with your modification done to it.",-2
143,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,That would be great.,-2
144,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I would love to try the blade too.,-2
145,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I have one Clipper I could do it to, but, it is a bit too light so it doesn't really play like a REAL Clipper.",-2
146,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,It is only 91 grams and the one I used to have that was 95 grams was sooooo much better.,-2
147,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,If we filled the handle on that one it would play amazing.,-2
148,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,95 grams is a good weight for a blade.,-2
149,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Then if you have a Clipper that is 95 grams and you add 10 grams to the handle so it is handle heavy and weighs 105, that would play like a beast.",-2
150,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I would take that joker BEYOND Beast.,-2
151,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"Hey, that got a ring to it.",-2
152,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Maybe we just made a new international standard.,-2
153,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Take that Joker Beyond Beast.,-2
154,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Let's do it.,-2
155,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"If I remember to toss in my wood glue into the TT bag, I can always depend on the Philly Goon Squad to quickly produce a sharp blade for me (to remove the handle).",-2
156,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I can always pick up small metal pieces from the sidewalks, that could count as sustainable management and neighborhood upkeep.",-2
157,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I even have C clamps for clamping when gluing the handle back on.,-2
158,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I though that is why Carl was given two rows of teeth...,-2
159,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"I sometimes use a clamp, sometimes, just hold it in hand until it sets good enough then wrap grip tape over it and call it a day until it is set by the next day.",-2
160,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,"One time in Korea, I did this mod to one of the 896 Carl tried out and I played it 1 hr after I glued it back together, I used grip tape, it might be the one with Sigma Euro and H3...",-2
161,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I bet leaving it clamped for a day would make it so you can glue it back perfectly and not be able to feel that it was taken apart.,-2
162,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,You don't need that because you like grip tape on your handle.,-2
163,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,I like having wood with no grip tape.,-2
164,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Sent from my iPhone using Tapatalk,-2
165,5f686c26b59794ca78c70938,New Viscaria vs Old Viscaria,Wonderful post!,-2
166,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Yes tenergy 80 had more control but that's just a matter of getting used to your rubber and knowing how it works and yes it might be more forgiving too.,2
167,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Tenergy 64 still has a lot of spin just not as much as 80 and 80 is was better with flicks,1
168,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sent from my iPhone using Tapatalk,0
169,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,So if you like to win points of the serve you probably won't be that far back so I would go with tenergy 80 besides I don't like 64 as a backhand rubber anyway for me I would use it as a forehand rubber!,5
170,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sent from my iPhone using Tapatalk,0
171,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I would say that t80 is very fast.,3
172,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Too fast for me for BH especially with OFF blade.,0
173,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I would suggest t05fx, it is softer more control and less speed, but still not slow.",2
174,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I would say, play against any noob, and you can win your point off the serve.",0
175,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"But if you are going to be serious and play against people that knows how to return your serves, 3rd balls, and so on, then its more your style of play + skills/techinque + rubber.",0
176,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"By the sound of the above ""wishlist"" from you, your equipment is an overkill",0
177,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"The 2 rubbers you suggested is all good for serve, chopping, rallies etc.",0
178,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T80 is more suited maybe for close to the table, while T64 can go further back.",1
179,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Other than that, it is really little difference for any player that is not ranked in the top level (in the top level, a 1% difference is a matter about winning and loosing)",0
180,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,It is not only that.,0
181,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"A lot of people like tenergy rubbers, especially those who played long time ago with Srivers boostes with a glue each training session.",0
182,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,The problem is that some blades which are very offensive makes the set up with tenergies not easy to control.,0
183,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"What I mean is the problem with short push, service return and short spinny topspins.",0
184,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Nowadays tactics are focused on playing short only with BH side, so we can say FH rubber can be very aggresive to make powerful and spinny topspin, while BH side should be more allround to be able playing pushes etc.",0
185,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T05FX is much easier to control and if you take it with 1.9mm, it is great for everything.",2
186,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I wouldn't say that T80 is good for playing close.,3
187,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,if you want to play close T05 if much better.,2
188,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"T80 with different dimension of pips makes the ball going higher so it is much better to play further then T05, but I cannot compare it to T64 because I have never try it.",1
189,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,T64 has MUCH more spin than T80…,1
190,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,why not tenergy 05 ?,0
191,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,So what would the best rubber be for the BH?,0
192,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,And is Tenergy 05 a good choice for a FH Rubber?,0
193,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Thank You everyone so far for your help.,0
194,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I think, just go T05 on both sides.",0
195,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Timo Boll agrees btw,0
196,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,As for the blade which is best suited?,0
197,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Timo boll spirit, ALC, ZLC OR ZLF",0
198,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Jak, growing in level in TT is like playing Pokémon... You gotta catch 'em all to win, so why not try 'em all and tell us what you think.",0
199,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I was going to say, start from Timo Boll All and work the way up.",0
200,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Otherwise I can always recommened the Timo Boll Spirit, since Mr Boll is using that with T05 on both sides, i'm sure Jak can end up in the world top 10 too with the exact same equipment.",0
201,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Jak, how long are you in table tennis?",0
202,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,Sounds to me you are looking at a way overkill equipment.,0
203,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"IMO, get a 2x rubbers + 1x blade at less than a price of those blades you have in question, and I'm sure that will be better for you.",0
204,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"Unless you think most expensive is the best, or fastest is the best, or spinnest is the best etc.",0
205,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"FZD stated that he doesn't like fast, he prefers more control equipment.",0
206,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,A 16 year old wise kid I must add.,0
207,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I've been playing for 3-4 years.,0
208,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,"I currently have a Joola K5 Fast blade with Mambo H Rubber on both sides, Which is good all-round.",0
209,5f686c4cb59794ca78c70952,Tenergy 64 vs 80 On BH,I want to upgrade my set-up.,0
