thread_title,URL,author,num_reply
OOAK Interview with Kees - the interview!,./viewtopic.php?f=44&t=31216&sid=521d8559d2e2efcb2a8183ca6aff4610,haggisv,10
Introduce yourself,./viewtopic.php?f=44&t=431&sid=521d8559d2e2efcb2a8183ca6aff4610,haggisv,2378
DHS Gold Arc 8 - A German Tensor,./viewtopic.php?f=44&t=31472&sid=521d8559d2e2efcb2a8183ca6aff4610,haggisv,39
Tibhar Evolution MX-P | YouTube,./viewtopic.php?f=44&t=35870&sid=521d8559d2e2efcb2a8183ca6aff4610,Tajny1989,0
Spinlord Marder equivalent,./viewtopic.php?f=44&t=35829&sid=521d8559d2e2efcb2a8183ca6aff4610,Bobv,4
Gouache?,./viewtopic.php?f=44&t=35749&sid=521d8559d2e2efcb2a8183ca6aff4610,Konickmickson,3
61 Second Thunder LM ST,./viewtopic.php?f=44&t=35717&sid=521d8559d2e2efcb2a8183ca6aff4610,Yellowleaf,4
Rubber with similar dwell/hold time as Butterfly's Tenergy,./viewtopic.php?f=44&t=35688&sid=521d8559d2e2efcb2a8183ca6aff4610,JasperJoran,4
Loki N80?,./viewtopic.php?f=44&t=35685&sid=521d8559d2e2efcb2a8183ca6aff4610,fmarek,1
Xiom Vega Intro,./viewtopic.php?f=44&t=31351&sid=521d8559d2e2efcb2a8183ca6aff4610,Cobalt,17
DONIC BlueGrip V1 R1,./viewtopic.php?f=44&t=35470&sid=521d8559d2e2efcb2a8183ca6aff4610,manofan,8
New bat to compliment play style.,./viewtopic.php?f=44&t=35654&sid=521d8559d2e2efcb2a8183ca6aff4610,MrTrying,2
Backhand rubber for Donic Ovtcharov True Carbon,./viewtopic.php?f=44&t=35473&sid=521d8559d2e2efcb2a8183ca6aff4610,PeteM,3
Tibhar Evolution MX-P and MX-S now comes in 1.5mm,./viewtopic.php?f=44&t=35619&sid=521d8559d2e2efcb2a8183ca6aff4610,haggisv,0
RITC Friendship rubbers,./viewtopic.php?f=44&t=35493&sid=521d8559d2e2efcb2a8183ca6aff4610,1shot,16
Seasonal changes in rubber performance,./viewtopic.php?f=44&t=35480&sid=521d8559d2e2efcb2a8183ca6aff4610,Gtsnake,6
Nittaku Goriki Kaisoku - for smashing & flat hitting,./viewtopic.php?f=44&t=33690&sid=521d8559d2e2efcb2a8183ca6aff4610,haggisv,31
Most tacky cheap Chinese rubber for spinny serves,./viewtopic.php?f=44&t=20623&sid=521d8559d2e2efcb2a8183ca6aff4610,duckyjp,49
Donic Blue fire - shrunk!!,./viewtopic.php?f=44&t=35607&sid=521d8559d2e2efcb2a8183ca6aff4610,1shot,2
Review Butterfly Dignics 05,./viewtopic.php?f=44&t=35606&sid=521d8559d2e2efcb2a8183ca6aff4610,Tajny1989,1
729 SP Transcend tackiness,./viewtopic.php?f=44&t=35593&sid=521d8559d2e2efcb2a8183ca6aff4610,hp2326,1
Sanwei Target Pro (Blue) - Ready for review,./viewtopic.php?f=44&t=35245&sid=521d8559d2e2efcb2a8183ca6aff4610,sarvo4u,21
New FH rubber,./viewtopic.php?f=44&t=35584&sid=521d8559d2e2efcb2a8183ca6aff4610,Skendarn,3
729 Bloom Power vs 729 Battle II vs H3 blue sponge prov,./viewtopic.php?f=44&t=33654&sid=521d8559d2e2efcb2a8183ca6aff4610,Boxersss,33
Butterfly Tenergy 05 Hard,./viewtopic.php?f=44&t=32711&sid=521d8559d2e2efcb2a8183ca6aff4610,haggisv,71
QiJi rubbers from Dbl Fish?,./viewtopic.php?f=44&t=35577&sid=521d8559d2e2efcb2a8183ca6aff4610,fmarek,5
"Suggest a rubber, xiom vega euro- xiom omega IV euro- rakza ",./viewtopic.php?f=44&t=35570&sid=521d8559d2e2efcb2a8183ca6aff4610,aden f,12
729-08; 729-08 ES; NEW 729-08 can anyone compare?,./viewtopic.php?f=44&t=35560&sid=521d8559d2e2efcb2a8183ca6aff4610,fmarek,2
Tibhar Evolution MX-P Hard,./viewtopic.php?f=44&t=35277&sid=521d8559d2e2efcb2a8183ca6aff4610,ziv,19
Xiom MUSA III,./viewtopic.php?f=44&t=29216&sid=521d8559d2e2efcb2a8183ca6aff4610,loopinsmalltown,33
Inverted forehand rubber for close the table game?,./viewtopic.php?f=44&t=35383&sid=521d8559d2e2efcb2a8183ca6aff4610,Soba,11
Storing used pips rubber,./viewtopic.php?f=9&t=35414&sid=521d8559d2e2efcb2a8183ca6aff4610,tzifos,9
Lion Roar,./viewtopic.php?f=44&t=35382&sid=521d8559d2e2efcb2a8183ca6aff4610,Tajny1989,0
backhand rubber for someone still learning the strokes,./viewtopic.php?f=44&t=33342&sid=521d8559d2e2efcb2a8183ca6aff4610,Mattz,11
Sanwei Target National review,./viewtopic.php?f=44&t=33647&sid=521d8559d2e2efcb2a8183ca6aff4610,ziv,26
How similar is donic bluefire jp01 to Tenergy 05?,./viewtopic.php?f=44&t=35243&sid=521d8559d2e2efcb2a8183ca6aff4610,BasicTTplayer,0
Tenergy (which one & thickness) on FH?,./viewtopic.php?f=44&t=35192&sid=521d8559d2e2efcb2a8183ca6aff4610,Lannakrigaren,2
Anyone used Donic Slice 40 CD??,./viewtopic.php?f=44&t=30655&sid=521d8559d2e2efcb2a8183ca6aff4610,ridderz65,7
Inverted rubber for modern defense,./viewtopic.php?f=44&t=35096&sid=521d8559d2e2efcb2a8183ca6aff4610,HRose202,18
Why is Tenergy 80 and 80FX cheaper?,./viewtopic.php?f=44&t=35139&sid=521d8559d2e2efcb2a8183ca6aff4610,Robert90,1
Skyline TG3 Neo with what blade,./viewtopic.php?f=44&t=28496&sid=521d8559d2e2efcb2a8183ca6aff4610,zein,19
Razanter R47 vs Evo MX-P vs T05,./viewtopic.php?f=44&t=35118&sid=521d8559d2e2efcb2a8183ca6aff4610,NilsM99,1
Step up from Mark V?,./viewtopic.php?f=44&t=33939&sid=521d8559d2e2efcb2a8183ca6aff4610,Red Atlas,13
"Want to change FH rubber, Stiga Mantra M to Xiom or Yasaka",./viewtopic.php?f=44&t=33956&sid=521d8559d2e2efcb2a8183ca6aff4610,riger,10
Rubber for flicking and flat hitting (BH),./viewtopic.php?f=44&t=33051&sid=521d8559d2e2efcb2a8183ca6aff4610,Hamon,6
Sunflex Zeno,./viewtopic.php?f=44&t=33953&sid=521d8559d2e2efcb2a8183ca6aff4610,Croudy,1
Sponge Hardness in manufacturing,./viewtopic.php?f=44&t=31645&sid=521d8559d2e2efcb2a8183ca6aff4610,Cobalt,7
Yasaka Rising Dragon Review.,./viewtopic.php?f=44&t=30748&sid=521d8559d2e2efcb2a8183ca6aff4610,leatherback,104
Receiving heavy side spin serves,./viewtopic.php?f=44&t=33943&sid=521d8559d2e2efcb2a8183ca6aff4610,gus_goose,3
Nittaku Alhelg Rubber,./viewtopic.php?f=44&t=26554&sid=521d8559d2e2efcb2a8183ca6aff4610,HitHitHit,4
"Current spinniest, slowest chop rubbers?",./viewtopic.php?f=44&t=33921&sid=521d8559d2e2efcb2a8183ca6aff4610,skilless_slapper,5
Tibhar Hybrid K1 European version?,./viewtopic.php?f=44&t=33648&sid=521d8559d2e2efcb2a8183ca6aff4610,ziv,22
OOAK Interview with Kees - the interview!,./viewtopic.php?f=44&t=31216&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,haggisv,10
Introduce yourself,./viewtopic.php?f=44&t=431&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,haggisv,2378
Smashing with Mark V,./viewtopic.php?f=44&t=33911&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,gus_goose,2
Gambler Zero Blue diamond/Big Gun/Burst Thor's hammer??,./viewtopic.php?f=44&t=33097&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,learninTT,17
GAMBLER BURST W/THOR HAMMER SPONGE VS HURRICANE 3 NEO,./viewtopic.php?f=44&t=32506&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,epictetus,9
"Light, high spin rubbers",./viewtopic.php?f=44&t=33665&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Starswtt,14
Xiom Vega Europe DF mini-review,./viewtopic.php?f=44&t=30512&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,haggisv,9
Experiences on chopping with Hurricane 3 (boosted/unboosted),./viewtopic.php?f=44&t=33739&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,kantron,1
Friendship Battle II provincial vs SWORD ARES GOLD,./viewtopic.php?f=44&t=33740&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Tajny1989,2
Mark V alternatives that cost less with similar performance,./viewtopic.php?f=44&t=33521&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,notcras,23
Spinlord Ozelot | review | Analysis Pavel Sirucek,./viewtopic.php?f=44&t=33721&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Tajny1989,1
Friendship Origin review + workout table tennis,./viewtopic.php?f=44&t=33722&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Tajny1989,0
Loki RXTON III,./viewtopic.php?f=44&t=33607&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,paulzgz,3
TT-SPIN Tischtennis blog has nice reviews!,./viewtopic.php?f=44&t=33675&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Roy,2
Thinking of trying new FH rubber instead of H3 Neo,./viewtopic.php?f=44&t=33693&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Dave T,9
Tenergy 05 vs Nittaku Fastarc G-1,./viewtopic.php?f=44&t=25780&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,BrummyRob,13
Big Dipper vs Apollo 5,./viewtopic.php?f=44&t=32619&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,zhuangcorp,14
Lightweight/Inexpensive Rubbes,./viewtopic.php?f=44&t=33629&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,gradge,16
Big Dipper 38 deg vs 39 vs 40,./viewtopic.php?f=44&t=33612&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,ziv,7
Tibhar Hybrid K2 ?,./viewtopic.php?f=44&t=33611&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,ziv,0
Sanwei T88-Taiji Plus/New (Pink sponge) - any opinions?,./viewtopic.php?f=44&t=33563&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,learninTT,2
Alternative tenergy 25fx,./viewtopic.php?f=44&t=33574&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Doudou,2
999T or Nittaku Hurricane Turbo on Donic Waldner Back Devil,./viewtopic.php?f=44&t=33546&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,heyjugsy,4
avalox purot blue sponge,./viewtopic.php?f=44&t=33559&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,WorkoutMontage,5
Rasanter R37 vs Fastarc S-1,./viewtopic.php?f=44&t=33553&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,lcj1128,1
FH Rubber Advice (serve+drive),./viewtopic.php?f=44&t=33460&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,JohnoCoaching,15
Bryce Rubbers - Let's Talk About It,./viewtopic.php?f=44&t=33534&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,LeeStyle,2
backside in 1.0mm,./viewtopic.php?f=44&t=33514&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Doudou,3
When to switch rubbers - moving on from Mark V?,./viewtopic.php?f=44&t=33397&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,notcras,25
Tenergy 25FX,./viewtopic.php?f=44&t=19436&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Baal,7
Review Sword King,./viewtopic.php?f=44&t=33510&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Tajny1989,2
Is this rubber still useful?,./viewtopic.php?f=44&t=33394&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,navidmoezinia,6
Backhand rubber - Sanwei T-88 Taiji/Palio Aeolus/neither?,./viewtopic.php?f=44&t=33443&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,learninTT,14
Yasaka Shining Dragon Review,./viewtopic.php?f=44&t=31501&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,man_iii,16
Sriver and Mark V - 51 years and 49 years,./viewtopic.php?f=44&t=33090&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Silver,22
Nittaku Factive,./viewtopic.php?f=44&t=32322&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Croudy,1
Modern rubber with THIN sponge 1.0mm or less?,./viewtopic.php?f=44&t=30568&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Japsican,69
Joola Maxxx-P vs Rakza7 Soft vs Tenergy 05FX (on forehand),./viewtopic.php?f=44&t=33356&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,PRW,0
Chopping/attack rubber,./viewtopic.php?f=44&t=33341&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Bobv,19
Tibhar Evolution MX-P vs Butterfly Tenergy 64,./viewtopic.php?f=44&t=32201&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,TimoPh,9
Spinlord Tanuki - Training with Goku DragonBall Super!!!,./viewtopic.php?f=44&t=33216&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Tajny1989,1
Friendship Focus III Snipe / Palio AK47 Blue,./viewtopic.php?f=44&t=32683&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,rodman,3
Suggest a good forehand rubber for Victas Koji Matsushita,./viewtopic.php?f=44&t=33195&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Marindukenyo,1
Joola Rhyzer 48 & reviews,./viewtopic.php?f=44&t=33172&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,Roy,3
Yinhe Venus 3 and Yinhe Earth 2,./viewtopic.php?f=44&t=32677&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,medax,5
What is the ideal rubber for services and pushes?,./viewtopic.php?f=44&t=33113&sid=8c0e8c8e9c34e0ad59cbc0edb6013e04,QuibblesNBits,15
