thread_title,URL,author,num_reply
Best tacky rubber for ABS-ball?,./viewtopic.php?f=44&t=35229&sid=6412024a68d83a0798f19d1b590bb7dd,Def-attack,40
Opinions about Tibhar MX-S for FH or BH,./viewtopic.php?f=44&t=33448&sid=6412024a68d83a0798f19d1b590bb7dd,ojeda11,15
feedback required for rubbers,./viewtopic.php?f=44&t=36177&sid=6412024a68d83a0798f19d1b590bb7dd,vishal01,10
Butterfly Rozena,./viewtopic.php?f=44&t=31199&sid=6412024a68d83a0798f19d1b590bb7dd,Japsican,22
New Rakza version,./viewtopic.php?f=44&t=36864&sid=6412024a68d83a0798f19d1b590bb7dd,1shot,0
Joola Rhyzer Pro 45 vs 50. Review anyone?,./viewtopic.php?f=44&t=36549&sid=6412024a68d83a0798f19d1b590bb7dd,YV13,4
Will Rubber Shrink?,./viewtopic.php?f=44&t=30104&sid=6412024a68d83a0798f19d1b590bb7dd,henrywilliam,23
Three Sword Red Dragon,./viewtopic.php?f=44&t=35562&sid=6412024a68d83a0798f19d1b590bb7dd,murruk,20
Victas V>15 Extra Review - Another T05 alternative,./viewtopic.php?f=44&t=33724&sid=6412024a68d83a0798f19d1b590bb7dd,notfound123,11
Chopping with Victas,./viewtopic.php?f=44&t=36801&sid=6412024a68d83a0798f19d1b590bb7dd,PAVEXDPL,2
Mark V Progression,./viewtopic.php?f=44&t=36763&sid=6412024a68d83a0798f19d1b590bb7dd,cerebro,5
Xiom Reviews - Omega 7 Hyper and Vega X,./viewtopic.php?f=44&t=36737&sid=6412024a68d83a0798f19d1b590bb7dd,AndySmith,6
