id|comment_id|comment_text|entity1|entity2|aspect|direction
23|5f686de56da47ec32a42ce9f|Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball.|Butterfly-Tenergy|Donic-Baracuda|throw angle|g
24|5f686de56da47ec32a42ce9f|However, Baracuda still has a medium-high throw so they're both perfectly fine for looping.|Butterfly-Tenergy-05|Donic-Baracuda|throw angle|l
25|5f686de56da47ec32a42ce9f|In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten.|Butterfly-Tenergy|Donic-Baracuda|spin|l
26|5f686de56da47ec32a42ce9f|Baracuda is not as heavy, but in my opinion, just as good.|Butterfly-Tenergy-05|Donic-Baracuda|weight|g
27|5f686de56da47ec32a42ce9f|Tenergy is noticeably faster than Baracuda, though not quite as spinny.|Butterfly-Tenergy|Donic-Baracuda|speed|g
28|5f686de56da47ec32a42ce9f|it surprises me that Ten05 is less durable(price) and less spinny then the Baracuda.|Butterfly-Tenergy-05|Donic-Baracuda|spin|l
29|5f686f49a1e880dd66b5fddb|EL-S is heavier and feels a lot harder, even though the numbers (sponge hardness) are not that different.|Tibhar-Evolution-EL-P|Tibhar-Evolution-EL-S|hardness|l
30|5f686f49a1e880dd66b5fddb|EL-S is heavier and feels a lot harder, even though the numbers (sponge hardness) are not that different.|Tibhar-Evolution-EL-P|Tibhar-Evolution-EL-S|weight|l
31|5f686f49a1e880dd66b5fddb|Also EL-S is more spin-sensitive than MX-P.|Tibhar-Evolution-EL-S|Tibhar-Evolution-MX-P|spin|g
32|5f686f49a1e880dd66b5fddb|EL-S would be more suitable for people who.prefer more control and spin.|Tibhar-Evolution-EL-P|Tibhar-Evolution-EL-S|control|l
33|5f686f51a1e880dd66b5fde0|FX-P is softer and has more catapult.|Tibhar-Evolution-FX-P|Tibhar-Evolution-FX-S|hardness|l
34|5f68727810fb22f7fce1f883|t05 being less spinny than GA 8 seems a bit unlikely to me, having tried both.|Butterfly-Tenergy-05|DHS-Gold-Arc-8|spin|l
35|5f68727810fb22f7fce1f883|However, you might find it easier to generate spin with GA 8, while t05 has a higher maximum that not everybody can activate.|Butterfly-Tenergy-05|DHS-Gold-Arc-8|throw angle|g
36|5f68727810fb22f7fce1f883|At the high end both were close, but below that T05 created more spin more easily.|Butterfly-Tenergy-05|DHS-Gold-Arc-8|spin|g
37|5f6872e710fb22f7fce1f8af|-Has more Spin potential (especially at harder shots); H3 seems to be generally spinnier in low input shots.|DHS-Hurricane-3|DHS-Skyline|spin|g
38|5f6872e710fb22f7fce1f8af|-Has more Spin potential (especially at harder shots); H3 seems to be generally spinnier in low input shots.|DHS-Hurricane-3|DHS-Skyline|spin|l
39|5f6872e710fb22f7fce1f8af|-Has more Spin potential (especially at harder shots); H3 seems to be generally spinnier in low input shots.|DHS-Hurricane-3|DHS-Skyline|hardness|l
40|5f68730210fb22f7fce1f8bf|MX-P is faster and harder and has a lower arc.|Tibhar-Evolution-EL-P|Tibhar-Evolution-MX-P|speed|l
41|5f68730210fb22f7fce1f8bf|MX-P is faster and harder and has a lower arc.|Tibhar-Evolution-EL-P|Tibhar-Evolution-MX-P|hardness|l
42|5f68730210fb22f7fce1f8bf|MX-P is faster and harder and has a lower arc.|Tibhar-Evolution-EL-P|Tibhar-Evolution-MX-P|throw angle|g
43|5f6873d2f57afe037caed087|Actually, vega china is faster than h3 and needs lesser effort.|DHS-Hurricane-3|Xiom-Omega-VII-Asia|speed|l
44|5f6873d2f57afe037caed087|Alot more gears and more spin than H3.|DHS-Hurricane-3|Xiom-Omega-VII-Asia|spin|l
45|5f687466f57afe037caed0ce|Mxs is spinnier but feels harder.|Tibhar-Evolution-MX-S|Yasaka-Rakza-7|spin|g
46|5f687466f57afe037caed0ce|Mxs is spinnier but feels harder.|Tibhar-Evolution-MX-S|Yasaka-Rakza-7|hardness|g
47|5f687466f57afe037caed0ce|Also, mxs is much more durable.|Tibhar-Evolution-MX-S|Yasaka-Rakza-7|durability|g
48|5f687466f57afe037caed0ce|Rakza7 is spinnier.|Tibhar-Evolution-MX-S|Yasaka-Rakza-7|spin|l
49|5f687466f57afe037caed0ce|I tried MX-S because it was harder.|Tibhar-Evolution-MX-S|Yasaka-Rakza-7|hardness|g
50|5f687487f57afe037caed0e4|As for the comparison of Baracuda to Genius, they are pretty close siblings from the same generation, but I found the Baracuda a bit easier to play (softer topsheet/sponge).|Donic-Baracuda|Tibhar-Genius|hardness|l
51|5f6874cdf57afe037caed112|Also, both H3 Neo and G1 are relatively slower than MX-P and/or GA8 so you may simply be landing more balls on the table.|DHS-Hurricane-3|Tibhar-Evolution-MX-P|speed|l
52|5f6876df64fe8d59b1ff5482|I would use the EL-P as its softer.|Tibhar-Evolution-EL-P|Tibhar-Evolution-EL-S|hardness|l
53|5f6876df64fe8d59b1ff5482|Also felt much better than EL-P, more control, easier to block, loop ... Now I switched to a different blade anyway ..|Tibhar-Evolution-EL-P|Tibhar-Evolution-EL-S|control|g
54|5f6876df64fe8d59b1ff5482|EL-P has a much stiffer topsheet and an overall harder feel than EL-S.|Tibhar-Evolution-EL-P|Tibhar-Evolution-EL-S|hardness|g
55|5f6876df64fe8d59b1ff5482|EL-S is mu choice since the el-p easily loses its bounciness and the el-s is spinnier with a lil bit more bounce.|Tibhar-Evolution-EL-P|Tibhar-Evolution-EL-S|spin|l
56|5f6876e964fe8d59b1ff5488|Hurricane 8 is harder and Hurricane 3-50 is softer.|DHS-Hurricane-3-50|DHS-Hurricane-8|hardness|l
57|5f6876e964fe8d59b1ff5488|Hurricane 8 is harder and Hurricane 3-50 is softer.|DHS-Hurricane-3-50|DHS-Hurricane-8|hardness|l
58|5f6876ef64fe8d59b1ff548c|I've used both at the same time and can definitely confirm T05 throws higher than T05FX|Butterfly-Tenergy-05|Butterfly-Tenergy-05-FX|throw angle|g
59|5f6876fa64fe8d59b1ff5492|Feels a bit firmer, less edgy, about equally hard, very durable and quite affordable to boot, speedy but not like MX-P, spinny but not like MX-P. Great rubber if you’re below pro level.|Tibhar-Evolution-MX-P|Xiom-Vega-Pro|hardness|l
60|5f6876fa64fe8d59b1ff5492|I'll add that it has more control than MX-P.|Tibhar-Evolution-MX-P|Xiom-Vega-Pro|control|l
61|5f68772064fe8d59b1ff54a5|They are very different s2 is a soft euro rubber and thee h3 is much harder.|DHS-Hurricane-3|Donic-Acuda-S2|hardness|g
62|5f68773264fe8d59b1ff54b1|Tenergy 05 is still spinny and faster than R50.|Andro-Rasanter-R47|Butterfly-Tenergy-05|speed|l
63|5f68773264fe8d59b1ff54b1|Speedwise, R47 is bouncier than T05 but with lesser spin.|Andro-Rasanter-R47|Butterfly-Tenergy-05|speed|g
64|5f68774964fe8d59b1ff54bf|Also you couldgo for fx-s instead of el-s for more control and less power.|Tibhar-Evolution-EL-S|Tibhar-Evolution-FX-S|control|g
65|5f68776a64fe8d59b1ff54d1|i say the speed is almost the same but with a higher arc on the mx-s. overall, i like the mxs better because it is a well balanced rubber in terms of control and speed and it has this vicious spin potential that is greater than the genesis m. also, it is not as sensitive to incoming spin.|Stiga-Genesis-M|Tibhar-Evolution-MX-S|throw angle|g
66|5f68776a64fe8d59b1ff54d1|Im pretty sure that MX-S on average is heavier.|Stiga-Genesis-M|Tibhar-Evolution-MX-S|weight|l
67|5f6877a364fe8d59b1ff54f2|Xiom rubber good if you fancy a change try the Vega Pro, quite similar to elp, little harder but still good control and more spin, speed.|Tibhar-Evolution-EL-P|Xiom-Vega-Pro|spin|g
68|5f6877a364fe8d59b1ff54f2|Xiom rubber good if you fancy a change try the Vega Pro, quite similar to elp, little harder but still good control and more spin, speed.|Tibhar-Evolution-EL-P|Xiom-Vega-Pro|hardness|g
69|5f6877a364fe8d59b1ff54f2|Xiom rubber good if you fancy a change try the Vega Pro, quite similar to elp, little harder but still good control and more spin, speed.|Tibhar-Evolution-EL-P|Xiom-Vega-Pro|control|g
70|5f6877d964fe8d59b1ff5514|When compared H3 neo and H8, the H8 is slightly softer and has less tackiness so that's mean less spinny than H3 neo and also that means it gives you a bit more of control when playing even if you just start to use it|DHS-Hurricane-3|DHS-Hurricane-8|spin|g
71|5f6877d964fe8d59b1ff5514|When compared H3 neo and H8, the H8 is slightly softer and has less tackiness so that's mean less spinny than H3 neo and also that means it gives you a bit more of control when playing even if you just start to use it|DHS-Hurricane-3|DHS-Hurricane-8|hardness|g
72|5f6877d964fe8d59b1ff5514|H3 neo would be close to H2 just that its a lot faster and low ball trajectory.|DHS-Hurricane-2|DHS-Hurricane-3|speed|g
73|5f6877d964fe8d59b1ff5514|Im currently using Omega V Pro and it is also similar to T05 in my point of view but it is slightly slower and less spinny but it has an incredible good control with high arc that helps to reduce errors or reduce hitting the ball into the net.|Butterfly-Tenergy-05|Xiom-Omega-V-Pro|spin|l
74|5f6877d964fe8d59b1ff5514|Im currently using Omega V Pro and it is also similar to T05 in my point of view but it is slightly slower and less spinny but it has an incredible good control with high arc that helps to reduce errors or reduce hitting the ball into the net.|Butterfly-Tenergy-05|Xiom-Omega-V-Pro|speed|l
75|5f6877d964fe8d59b1ff5514|Im currently using Omega V Pro and it is also similar to T05 in my point of view but it is slightly slower and less spinny but it has an incredible good control with high arc that helps to reduce errors or reduce hitting the ball into the net.|Butterfly-Tenergy-05|Xiom-Omega-V-Pro|control|g
76|5f6877d964fe8d59b1ff5514|The H8's sponge is more active than the H3 so expect it to be bouncier and one thing I noticed is that the H8 is comparable to a H3 provincial especially the higher quality of topsheet and the active sponge.|DHS-Hurricane-3|DHS-Hurricane-8|speed|g
77|5f6877d964fe8d59b1ff5514|The H8's sponge is more active than the H3 so expect it to be bouncier and one thing I noticed is that the H8 is comparable to a H3 provincial especially the higher quality of topsheet and the active sponge.|DHS-Hurricane-3|DHS-Hurricane-8|throw angle|g
78|5f687965887afbc97df83892|I believe 64 has a lower throw than 05FX.|Butterfly-Tenergy-05-FX|Butterfly-Tenergy-64|throw angle|g
79|5f687965887afbc97df83892|I believe 64 has a lower throw than 05FX.|Butterfly-Tenergy-05-FX|Butterfly-Tenergy-64|throw angle|g
80|5f687965887afbc97df83892|As many other people already mentioned T64 have lower throw than other Tenergy's and the T64 grips the ball more due to the larger pimple distance.|Butterfly-Tenergy|Butterfly-Tenergy-64|throw angle|g
81|5f687965887afbc97df83892|As many other people already mentioned T64 have lower throw than other Tenergy's and the T64 grips the ball more due to the larger pimple distance.|Butterfly-Tenergy|Butterfly-Tenergy-64|throw angle|g
82|5f6879fa887afbc97df838fd|"The H3 is noticeably faster and it is far better at away from the table looping ""a la"" the top Chinese guys."|DHS-Hurricane-3|DHS-Skyline|speed|g
83|5f6879fa887afbc97df838fd|The problem is that the TG3 BS is 39° and softer (more like 37°/38°) than H3 neo orange sponge provincial also 39°.|DHS-Hurricane-3|DHS-Skyline|hardness|g
84|5f687a62887afbc97df83942|Skyline 3 is player friendly and a bit faster than H3.|DHS-Hurricane-3|DHS-Skyline|speed|l
85|5f687a62887afbc97df83942|Skyline is also mid to close, but with a slightly higher throw angle making it more susceptible to attack in its short game.|DHS-Hurricane-3|DHS-Skyline|throw angle|l
86|5f6c221d035f29fdaf67ffc2|I used to play with MX-S 1.9-2.0 mm on my FH before I started trying out hybrid rubbers.MX-S has the hardest sponge among the Evolution series (and thus is the heaviest one, I believe).|Tibhar-Evolution|Tibhar-Evolution-MX-S|hardness|l
87|5f6c221d035f29fdaf67ffc2|I used to play with MX-S 1.9-2.0 mm on my FH before I started trying out hybrid rubbers.MX-S has the hardest sponge among the Evolution series (and thus is the heaviest one, I believe).|Tibhar-Evolution|Tibhar-Evolution-MX-S|weight|g
88|5f6c270f6d99ef02106d72a4|I've tested my friend's Tenergy 80FX so in comparison with Mech-Tek it's similar but Tenergy is much more bouncy and faster.|Butterfly-Tenergy|Butterfly-Tenergy-80-FX|speed|g
89|5f6c27466d99ef02106d72c7|A couple more non tensor rubbers I have used that may work for you are:Xiom Musa 1.5/1.8 blackGewo return drive 1.7mm blackThe Musa is medium hard in feel with a lowish throw and low tack whilst the Gewo is a bit softer and slightly tacky.|Tensor-rubbers|Xiom-Musa|hardness|g
90|5f6c27c04272aba9ab7756a7|I changed from Baracuda to Tibhar Evolution MX-S and I can say that the spin is comparable if not better(MX-S is very spinny) and in terms of speed MX-S is much faster on my blade (which is a defensive blade(Joola Toni Hold White Spot)).But I must say that my technique is more suited for chinese type of rubbers so I just couldn't get the speed I needed from Baracuda.|Donic-Baracuda|Tibhar-Evolution-MX-S|speed|l
91|5f6c28634272aba9ab775707|Blocking is easier with Mark V than with Aurus Soft – obviously, opponents differ in how much kick they can put on their loops, but against some people, I feel I could just block reliably all day with Mark V. Unsure about how much different service spin generation is – I like to throw in some backhand swipe serves with heavy sidespin, and my vague feeling is that it takes a little more elbow grease with the Mark V.When I come off Mark V next year, I'll probably go back to Aurus Soft, or maybe back to Victas V-15 Limber, whose soft, slow feel I didn't like before; but which might be a good compromise between the control of Mark V and the relatively greater catapult of Aurus Soft.|Tibhar-Aurus-Soft|Yasaka-Mark-V|speed|l
92|5f6c28d14272aba9ab77574c|The 05 fx has a softer sponge than the 05 so the 05 is a bit harder.|Butterfly-Tenergy-05|Butterfly-Tenergy-05-FX|hardness|g
93|5f6c28d14272aba9ab77574c|The 05 fx has a softer sponge than the 05 so the 05 is a bit harder.|Butterfly-Tenergy-05|Butterfly-Tenergy-05-FX|hardness|g
94|5f6c28d14272aba9ab77574c|I have found that the tenergy 80 feels a bit softer than the 05..|Butterfly-Tenergy-05|Butterfly-Tenergy-80|hardness|g
95|5f6c28d14272aba9ab77574c|The 05 fx has a softer sponge than the 05 so the 05 is a bit harder.|Butterfly-Tenergy-05|Butterfly-Tenergy-05-FX|hardness|g
96|5f6c28d14272aba9ab77574c|The 05 fx has a softer sponge than the 05 so the 05 is a bit harder.|Butterfly-Tenergy-05|Butterfly-Tenergy-05-FX|hardness|g
97|5f6c28d14272aba9ab77574c|I have found that the tenergy 80 feels a bit softer than the 05..|Butterfly-Tenergy-05|Butterfly-Tenergy-80|hardness|g
98|5f6c29d24272aba9ab7757d9|But 10% slower than H3 Neo.729 Cream Transcend is soft for a Chinese rubber, softer than H3 Neo, 10% slower than H3 Neo, and at least 10% less spin than H3 Neo.But....I like both rubbers.|Chinese-rubbers|DHS-Hurricane-3|spin|g
99|5f6c29d24272aba9ab7757d9|But 10% slower than H3 Neo.729 Cream Transcend is soft for a Chinese rubber, softer than H3 Neo, 10% slower than H3 Neo, and at least 10% less spin than H3 Neo.But....I like both rubbers.|Chinese-rubbers|DHS-Hurricane-3|hardness|l
100|5f6c29d24272aba9ab7757d9|Moon pro is slower; it's just normal moon with tackier top.|Galaxy-Moon|Galaxy-Moon-Pro|speed|g
101|5f6c29d24272aba9ab7757d9|Moon pro is slower; it's just normal moon with tackier top.|Galaxy-Moon|Galaxy-Moon-Pro|tackiness|g
102|5f6c29fc4272aba9ab7757e9|The Sun on the W-6 felt faster than T05 on the Nexy Lissom did though.|Butterfly-Tenergy-05|Galaxy-Sun|speed|l
103|5f6c29fc4272aba9ab7757e9|The rubber was sensibly harder than tenergy, though softer than Hurricane 3.|Butterfly-Tenergy|DHS-Hurricane-3|hardness|l
104|5f6c29fc4272aba9ab7757e9|The spin seemed to be good, like tenergy (which by the way I find less spinny than Hurricane 3 or Globe 999, but I am going off topic).|Butterfly-Tenergy|DHS-Hurricane-3|spin|l
105|5f6c2ab27da9e46ccbe15482|M3 is soft, but it isn't as soft as R7Soft, and is punchier and more definite.|Donic-Bluefire-M3|Yasaka-Rakza-7-Soft|hardness|e
106|5f6c2ab27da9e46ccbe15482|Tibhar 5Q Sound (Power Update) is a bit softer, but shares a LOT of characteristics with T05-fx.|Butterfly-Tenergy-05-FX|Tibhar-5Q-Sound|hardness|g
107|5f6c2ab27da9e46ccbe15482|The Rakza felt mushy, way too soft and horrible compared to the harder more positive direct feeling 05-FX.|Butterfly-Tenergy-05-FX|Yasaka-Rakza|hardness|l
108|5f6c2ab27da9e46ccbe15482|The Rasant seemed to stay a bit lower on harder shots, so I'd probably call it a lower throw rubber than JP03 overall, but it's so, so close.|Andro-Rasant|Donic-Bluefire-JP-03|hardness|g
109|5f6c2ab27da9e46ccbe15482|The Rasant seemed to stay a bit lower on harder shots, so I'd probably call it a lower throw rubber than JP03 overall, but it's so, so close.|Andro-Rasant|Donic-Bluefire-JP-03|throw angle|l
110|5f6c2ab27da9e46ccbe15482|The Rasant seemed to stay a bit lower on harder shots, so I'd probably call it a lower throw rubber than JP03 overall, but it's so, so close.|Andro-Rasant|Donic-Bluefire-JP-03|throw angle|l
111|5f6c2acd7da9e46ccbe15493|Sriver also fits the characteristics you describe, albeit slower generally than bryce speed.|Butterfly-Bryce-Speed|Butterfly-Sriver|speed|g
112|5f6c2b127da9e46ccbe154b9|However it is quite a fast, spinny and high performance rubber, and comparing it to T05 is not too far fetched, as it does similarities.Short game - Moon is a little slower, deader and spinnier, partially due to the tacky of the moon.|Butterfly-Tenergy-05|Galaxy-Moon|spin|l
113|5f6c2b127da9e46ccbe154b9|However it is quite a fast, spinny and high performance rubber, and comparing it to T05 is not too far fetched, as it does similarities.Short game - Moon is a little slower, deader and spinnier, partially due to the tacky of the moon.|Butterfly-Tenergy-05|Galaxy-Moon|speed|g
114|5f6c2b127da9e46ccbe154b9|Both produces great kick on sidespin loops.Blocking - Moon is easier to block with, mainly due the lower catapult and less sensitivity to spin when the ball digs in.I found Moon to be more linear, whereas T05 generates more power and spin with less effort.|Butterfly-Tenergy-05|Galaxy-Moon|throw angle|g
115|5f6c2b127da9e46ccbe154b9|I do like the glue feel of the T05, but prefer the tacky topsheet and higher speed of the Moon.Comparing it to Thor's, I'd say I still like the Thor's better, as this also has a bit of that Tensor feel and has a higher arc, closer to T05.|Butterfly-Tenergy-05|Tensor-rubbers|throw angle|g
116|5f6c2b127da9e46ccbe154b9|The throw angle is higher then venus II, D. Acuda S2, and Palio Blitz.My current blade is 7ply hinoki with a mid-soft touch, not as soft as tanpan or speed 90..|Donic-Acuda-S2|Galaxy-Venus|hardness|g
117|5f6c2b127da9e46ccbe154b9|The throw angle is higher then venus II, D. Acuda S2, and Palio Blitz.My current blade is 7ply hinoki with a mid-soft touch, not as soft as tanpan or speed 90..|Donic-Acuda-S2|Galaxy-Venus|hardness|e
118|5f6c2bd07da9e46ccbe15528|I found Skyline TG3 Neo to be much easier to control than H3 Neo.|DHS-Hurricane-3|DHS-Skyline-TG3|control|l
119|5f6c2c647da9e46ccbe15584|Baracuda and S2 don't differ very much, but the Baracuda is somewhat spinner, while the S2 plays a bit flatter.|Donic-Acuda-S2|Donic-Baracuda|spin|l
120|5f6c2c8d7da9e46ccbe1559d|The old, non-tuned H2 with nearly 50° is maybe too firm nowadays without glue and away from the table; the standard H3 is about two degrees softer and approximately comparable with a selected, heavy Taiphoon Gold.I've never played such thick blades.|DHS-Hurricane-2|DHS-Hurricane-3|hardness|g
121|5f6c2ca77da9e46ccbe155ae|sponge Boost TP generating heavier topspin than T05 when I block them, time after time.|Butterfly-Tenergy-05|Stiga-Boost-TP|weight|l
122|5f6c2cca7da9e46ccbe155c6|And I couldn't get the speed out of it that I could with Hexer plus, which is much slower and less spinny than Rasant.|Andro-Hexer|Andro-Rasant|spin|l
123|5f6c2cca7da9e46ccbe155c6|And I couldn't get the speed out of it that I could with Hexer plus, which is much slower and less spinny than Rasant.|Andro-Hexer|Andro-Rasant|speed|l
124|5f6c2cdc7da9e46ccbe155ce|"I just find Rasant ""less not good"" .I also perceive it makes more spin than T05 when playing against them."|Andro-Rasant|Butterfly-Tenergy-05|spin|g
125|5f6c2cdd7da9e46ccbe155cf|M3 vs S3 (M3 - much more spin, tad more speed and control= everything improved)|Donic-Acuda-S3|Donic-Bluefire-M3|spin|l
126|5f6c2d397da9e46ccbe155fb|Try big slam 1.8 or Vario big slam which is a little slower.|Donic-Baracuda-Big-Slam|Donic-Vario-Big-Slam|speed|g
127|5f6c2d9c7da9e46ccbe15625|i havn`t tried it but just a suggestion, barracuda bigslam is a bit faster,spinnier, but slightly harder sponge than the vario bigslam|Donic-Baracuda-Big-Slam|Donic-Vario-Big-Slam|spin|g
128|5f6c2d9c7da9e46ccbe15625|i havn`t tried it but just a suggestion, barracuda bigslam is a bit faster,spinnier, but slightly harder sponge than the vario bigslam|Donic-Baracuda-Big-Slam|Donic-Vario-Big-Slam|speed|g
129|5f6c2d9c7da9e46ccbe15625|i havn`t tried it but just a suggestion, barracuda bigslam is a bit faster,spinnier, but slightly harder sponge than the vario bigslam|Donic-Baracuda-Big-Slam|Donic-Vario-Big-Slam|hardness|g
130|5f6c2d9c7da9e46ccbe15625|No default rubber, soft (35°), powerfull, with good control, very grippy...Quattro Formula is just a little bit faster than Vario BS, but more controlable and better for chops and pushes since Qf has the perfect dose of tension.|Donic-Quattro-Formula|Donic-Vario|speed|g
131|5f6c2d9c7da9e46ccbe15625|No default rubber, soft (35°), powerfull, with good control, very grippy...Quattro Formula is just a little bit faster than Vario BS, but more controlable and better for chops and pushes since Qf has the perfect dose of tension.|Donic-Quattro-Formula|Donic-Vario|control|l
132|5f6c2e757da9e46ccbe15648|My way of describing Rasant would be a similar speed to Roxon 450 with greater spin and better control.|Andro-Rasant|Andro-Roxon-450|control|l
133|5f6c2f447da9e46ccbe156b8|mercury II (37°) is a bit springy, higher and slower than H3 but equal (almost) on spin, but it does bottom out in a harder stroke.|DHS-Hurricane-3|Galaxy-Mercury-II|speed|g
134|5f6c2f447da9e46ccbe156b8|mercury II (37°) is a bit springy, higher and slower than H3 but equal (almost) on spin, but it does bottom out in a harder stroke.|DHS-Hurricane-3|Galaxy-Mercury-II|hardness|g
135|5f6c2f447da9e46ccbe156b8|mercury II (37°) is a bit springy, higher and slower than H3 but equal (almost) on spin, but it does bottom out in a harder stroke.|DHS-Hurricane-3|Galaxy-Mercury-II|throw angle|l
136|5f6c2f447da9e46ccbe156b8|topsheet in h3 is a lot harder and therefore less forgiving (if you don't brush thinly enough or with enough decision you will miss).also the sponge in h3 is harder.mercury 2 37 RED is much harder than 37 BLACK and less brittle.|DHS-Hurricane-3|Galaxy-Mercury-II|hardness|g
137|5f6c2f447da9e46ccbe156b8|The Mercury II is definitely bouncier, and when new it's tackier too.|DHS-Hurricane-3|Galaxy-Mercury-II|speed|l
138|5f6c2f447da9e46ccbe156b8|The Mercury II is definitely bouncier, and when new it's tackier too.|DHS-Hurricane-3|Galaxy-Mercury-II|tackiness|l
139|5f6c30267da9e46ccbe15746|had a good hit around with the Red Diamond on a Galaxy W6 blade.i take it the rubber needs a good break in unlike the xp/xt rubbers, as a simple bounce test showed that the ball clinged onto the rubber and died out very fast like it would with H3.so far counter hitting and blocking was very precise and easy with RD, rubber altogether felt quite hard, H3 hard if not harder, quite close to H2 then again if not more.. it felt quite tacky/sticky( fresh h3 or 729-05 have that feeling)but it didnt react to oncoming spin like H3 would the ball seemed to stay a lot lower kinda like H2 but not as viciousalso its quite heavy heavier than H3.it generated good spin, but it didnt come as naturally as it would have with xp/xt..will have to see what its like after it gets broken in proper, if it requires it that is.|DHS-Hurricane-2|DHS-Hurricane-3|hardness|l
